Phi,Theta,Tipo,PhiNorm,ThetaNorm
1.507602211447489,0.9444735249793089,0,0.45867463704050043,0.2554273816575557
1.6670447945908506,1.3265953932442316,1,0.5604335108465303,0.8856010614976038
1.2049233088675424,1.3724407429287944,0,0.265499992951308,0.9612066080879001
1.3679995073662101,1.36377680451184,0,0.36957789972275196,0.9469185329800539
0.82835146401024,0.8333141552839516,0,0.025165660150870788,0.07210966323517366
0.9146698460706411,1.3074828878714082,0,0.08025546849477634,0.854081803266079
1.1657613207015425,0.9150863382739516,0,0.240506169261221,0.2069637025952979
2.0629939287454646,1.0822801832083524,0,0.8131347477539782,0.4826902947092868
1.026852614045119,0.8070679973724816,0,0.15185235249195655,0.02882599044294494
1.2701092210120493,1.2104105847534015,1,0.30710271210620016,0.6939956748689142
1.681799298909758,1.319695199517164,1,0.5698500776974841,0.8742216539480187
1.6707054939446495,0.9974802161012016,0,0.5627698292643653,0.34284300576747856
2.249860291420096,0.8537929841686347,0,0.9323959278171621,0.10588218459249184
1.9650889516279115,1.367109584127976,0,0.7506501842510813,0.9524147638142971
1.381968448757184,0.9920439066126596,0,0.37849310741811293,0.3338777529524557
1.890528638287917,1.3681726345548353,0,0.7030645683727899,0.9541678861948385
2.3357318581160937,1.2844858100081535,0,0.9872005712610481,0.8161563287349851
0.8468920917357041,0.9660666177604613,0,0.03699859310896076,0.29103748374046623
2.069809411856043,1.3454129005842506,0,0.8174845009510452,0.9166338257299183
1.486010036468291,0.8700846588586865,0,0.44489415653404557,0.132749489090933
1.7982684977624381,1.025152940309667,0,0.6441826322427325,0.3884792906648333
1.6310981143784753,1.075683554214627,0,0.5374917494716042,0.471811508874833
2.0067116256452415,1.3524109166617002,0,0.7772144580435517,0.9281745563432441
2.040859337952112,1.132527612740671,0,0.7990080885711948,0.565555501337377
2.109437856644422,1.0718838582455537,0,0.8427760249144023,0.46554526611312774
1.5409409296456844,1.2592974152366667,1,0.47995195424837966,0.7746170588301102
1.5966046735106842,1.1002959391496763,1,0.5154774693012604,0.5124008560759901
2.338221210607472,1.1984895536789215,0,0.9887893168836721,0.6743361875597913
1.4868244244093567,0.928640664122112,0,0.4454139122861807,0.22931672687069607
0.851798925982017,1.0443267510092067,0,0.04013021527045512,0.4200996501589107
0.964540924775028,1.2948457804025961,0,0.11208400955577566,0.833241403442025
1.8842549345028665,0.8741977332478684,0,0.6990605876345617,0.13953253774254712
1.3349208519834281,1.1816994905289946,1,0.3484665588725908,0.6466469691228063
1.3559922850263895,0.8399504903647363,0,0.3619146933273805,0.08305393009301901
2.1652183373417637,1.0201098357268057,0,0.8783760433299144,0.3801624890454173
2.2388179996422197,1.3498728726978526,0,0.925348555945722,0.9239889584041469
2.273448934521272,1.1743270214175174,0,0.9474505870510117,0.6344887118354593
1.6398638777816814,1.2726122741514787,1,0.5430862035652031,0.796575167841241
1.2465582260862453,1.1852116097998604,0,0.29207208055586636,0.6524389567287714
1.2111485080485278,1.0745070973194828,0,0.2694730172550206,0.46987136298851523
1.6932480198346354,0.8385720549022019,0,0.5771568393220591,0.08078069262615639
0.969821989807167,1.3343565350011843,0,0.11545447194776842,0.8984002956344691
1.8536366796879862,1.3184750353302666,1,0.6795195148142171,0.872209428478805
1.9782486109373352,1.1312138098221796,0,0.7590488948376622,0.5633888521908897
1.1973434349644294,1.1083929317976187,0,0.26066239300299954,0.525753956425259
0.7911966175645135,1.0650583303414656,0,0.0014528272538173233,0.4542889931976293
2.062800465704975,0.9571064492863282,0,0.8130112764658495,0.276260882848793
0.8936254701034739,1.1415018777682036,0,0.06682460230989941,0.5803553494642035
1.7912352609015538,1.2319622139184425,1,0.6396939050278008,0.7295373975113519
1.0049308829302932,0.8478242150701736,0,0.13786154385009244,0.09603882963358361
0.9541313934710383,1.0086958190884738,0,0.10544047580550911,0.3613391411449344
1.3701847355470367,1.245053607943138,1,0.3709725482181929,0.7511269809189648
2.0211459590065446,1.0278560201822997,0,0.7864266865337683,0.3929370564503222
1.6426260809767634,1.3576899281107973,1,0.5448490869857648,0.9368804021664642
2.3236255153275547,1.137462590380097,0,0.9794741045682462,0.5736939861435106
1.2951885258194773,1.2613874954925575,1,0.323108736110135,0.7780639004672986
1.6783389132981927,1.169453973770605,1,0.5676416027980848,0.626452358455229
0.8774901072945045,1.0536197902431488,0,0.05652674890384847,0.43542520259992185
1.238986809192527,1.3942367629567558,0,0.287239878009775,0.9971513662595661
2.229648570286647,1.0236815965114312,0,0.9194964756151613,0.3860528340481151
1.071764151301236,0.9216935021159058,0,0.18051563278998575,0.2178598619030499
1.6164073334500721,1.2842127980696025,1,0.5281158519344873,0.8157060929535624
1.8334283023929472,0.9022562024712268,0,0.6666221967047787,0.18580497140735872
